Company Code,G/L Account
5600,51306100
5100,51306200
5500,51306200
5600,51306200
5100,52010100
5500,52010100
5600,52010100
5100,52010200
5400,52010200
5500,52010200
5600,52010200
5100,52010300
5500,52010300
5600,52010300
5100,52010400
5500,52010400
5600,52010400
5100,52010500
5400,52010500
5500,52010500
5600,52010500
5100,52010600
5500,52010600
5100,52020100
5400,52020100
5500,52020100
5600,52020100
5100,52030100
5500,52030100
5600,52030100
5100,52030200
5500,52030200
5600,52030200
5100,52040100
5500,52040100
5600,52040100
5100,52040200
5500,52040200
5600,52040200
5100,52040400
5300,52040400
5500,52040400
5600,52040400
5100,52040500
5300,52040500
5500,52040500
5600,52040500
5100,52040600
5500,52040600
5600,52040600
5100,52040700
5500,52040700
5600,52040700
5100,52040900
5500,52040900
5600,52040900
5100,52050100
5500,52050100
5600,52050100
5100,52050200
5500,52050200
5600,52050200
5100,52050300
5500,52050300
5600,52050300
5100,52060100
5500,52060100
5600,52060100
5100,59010100
5500,59010100
5600,59010100
5100,59010101
5500,59010101
5600,59010101
5100,59010200
5500,59010200
5600,59010200
5100,59010201
5500,59010201
5600,59010201
5100,61010100
5500,61010100
5600,61010100
5100,61010200
5500,61010200
5600,61010200
5100,61010300
5500,61010300
5600,61010300
5100,61010400
5500,61010400
5600,61010400
5100,61010500
5500,61010500
5600,61010500
5100,61010600
5500,61010600
5600,61010600
5100,61010700
5400,61010700
5500,61010700
5600,61010700
5100,61010900
5400,61010900
5500,61010900
5600,61010900
5100,61020100
5500,61020100
5600,61020100
5100,61020200
5500,61020200
5600,61020200
5100,61020300
5500,61020300
5600,61020300
5100,61020400
5500,61020400
5600,61020400
5100,61020500
5500,61020500
5600,61020500
5100,61020600
5500,61020600
5600,61020600
5100,61020700
5500,61020700
5600,61020700
5100,61020800
5500,61020800
5600,61020800
5100,61030100
5500,61030100
5600,61030100
5100,61030200
5500,61030200
5600,61030200
5100,61030300
5500,61030300
5600,61030300
5100,61030400
5500,61030400
5600,61030400
5100,61040100
5500,61040100
5600,61040100
5100,61040200
5500,61040200
5600,61040200
5100,61040300
5500,61040300
5600,61040300
5100,61040400
5500,61040400
5600,61040400
5100,61050100
5400,61050100
5500,61050100
5600,61050100
5100,61050200
5500,61050200
5600,61050200
5100,61050300
5500,61050300
5600,61050300
5100,61050400
5500,61050400
5600,61050400
5100,61050990
5500,61050990
5600,61050990
5100,61060100
5400,61060100
5500,61060100
5600,61060100
5100,61060200
5500,61060200
5600,61060200
5100,61060300
5500,61060300
5600,61060300
5100,61060400
5500,61060400
5600,61060400
5100,61060500
5500,61060500
5600,61060500
5100,61060900
5400,61060900
5500,61060900
5600,61060900
5100,61070100
5500,61070100
5600,61070100
5100,61070200
5500,61070200
5600,61070200
5100,61070300
5400,61070300
5500,61070300
5600,61070300
5100,61070400
5300,61070400
5400,61070400
5500,61070400
5600,61070400
5100,61070500
5400,61070500
5500,61070500
5600,61070500
5100,61070600
5500,61070600
5600,61070600
5100,61070700
5300,61070700
5500,61070700
5600,61070700
5100,61070800
5400,61070800
5500,61070800
5600,61070800
5100,61070900
5500,61070900
5600,61070900
5100,61070990
5500,61070990
5600,61070990
5100,61100010
5300,61100010
5500,61100010
5600,61100010
5100,61100020
5500,61100020
5600,61100020
5100,61100030
5500,61100030
5600,61100030
5100,61100040
5500,61100040
5600,61100040
5100,61100050
5500,61100050
5600,61100050
5100,61100090
5300,61100090
5500,61100090
5600,61100090
5100,61200010
5500,61200010
5600,61200010
5100,61200020
5500,61200020
5600,61200020
5100,61300010
5500,61300010
5600,61300010
5100,61300020
5500,61300020
5600,61300020
5100,61300030
5500,61300030
5600,61300030
5100,61300040
5500,61300040
5600,61300040
5100,61300050
5500,61300050
5600,61300050
5100,61500010
5500,61500010
5600,61500010
5100,61500020
5500,61500020
5600,61500020
5100,61500030
5500,61500030
5600,61500030
5100,61500040
5500,61500040
5600,61500040
5100,61500050
5500,61500050
5600,61500050
5100,61500080
5500,61500080
5600,61500080
5100,61500090
5500,61500090
5600,61500090
5100,61600010
5500,61600010
5600,61600010
5100,61600020
5500,61600020
5600,61600020
5100,61600030
5500,61600030
5600,61600030
5100,61600040
5300,61600040
5500,61600040
5600,61600040
5100,61600090
5500,61600090
5600,61600090
5100,61700010
5500,61700010
5600,61700010
5100,61700020
5500,61700020
5600,61700020
5100,61700030
5500,61700030
5600,61700030
5100,61700040
5500,61700040
5600,61700040
5100,61700050
5500,61700050
5600,61700050
5100,61800010
5500,61800010
5600,61800010
5100,61800020
5500,61800020
5600,61800020
5100,61800030
5500,61800030
5600,61800030
5100,61800040
5500,61800040
5600,61800040
5100,61800050
5500,61800050
5600,61800050
5100,62010100
5500,62010100
5600,62010100
5100,62010200
5500,62010200
5600,62010200
5100,62010900
5300,62010900
5500,62010900
5600,62010900
5100,62020100
5500,62020100
5600,62020100
5100,62020200
5500,62020200
5600,62020200
5100,62020300
5400,62020300
5500,62020300
5600,62020300
5100,62030300
5300,62030300
5500,62030300
5600,62030300
5100,62030400
5400,62030400
5500,62030400
5600,62030400
5100,62030500
5400,62030500
5500,62030500
5600,62030500
5100,62030600
5500,62030600
5600,62030600
5100,62030700
5400,62030700
5500,62030700
5600,62030700
5100,62040100
5500,62040100
5600,62040100
5100,63011100
5500,63011100
5600,63011100
5100,63011200
5500,63011200
5600,63011200
5100,63011300
5500,63011300
5600,63011300
5100,63011400
5500,63011400
5600,63011400
5100,63011500
5500,63011500
5600,63011500
5100,63011600
5500,63011600
5600,63011600
5100,63011700
5500,63011700
5600,63011700
5100,63011990
5500,63011990
5600,63011990
5100,63012100
5500,63012100
5600,63012100
5100,63012200
5500,63012200
5600,63012200
5100,63012300
5500,63012300
5600,63012300
5100,63012400
5500,63012400
5600,63012400
5100,63012500
5500,63012500
5600,63012500
5100,63012600
5500,63012600
5600,63012600
5100,63012700
5500,63012700
5600,63012700
5100,63012900
5500,63012900
5600,63012900
5100,63012990
5500,63012990
5600,63012990
5100,63013100
5500,63013100
5600,63013100
5100,63013200
5500,63013200
5600,63013200
5100,63013300
5500,63013300
5600,63013300
5100,63013400
5500,63013400
5600,63013400
5100,63013500
5500,63013500
5600,63013500
5100,63013600
5500,63013600
5600,63013600
5100,63013700
5500,63013700
5600,63013700
5100,63013990
5500,63013990
5600,63013990
5100,63014100
5500,63014100
5600,63014100
5100,63014200
5500,63014200
5600,63014200
5100,63014300
5500,63014300
5600,63014300
5100,63014400
5500,63014400
5600,63014400
5100,63014500
5500,63014500
5600,63014500
5100,63014600
5300,63014600
5500,63014600
5600,63014600
5100,63014700
5500,63014700
5600,63014700
5100,63014800
5300,63014800
5500,63014800
5600,63014800
5100,63014990
5500,63014990
5600,63014990
5100,63015100
5500,63015100
5600,63015100
5100,63015200
5500,63015200
5600,63015200
5100,63015300
5500,63015300
5600,63015300
5100,63015400
5500,63015400
5600,63015400
5100,63015500
5500,63015500
5600,63015500
5100,63015600
5500,63015600
5600,63015600
5100,63015700
5300,63015700
5400,63015700
5500,63015700
5600,63015700
5100,63015990
5500,63015990
5600,63015990
5100,63016100
5500,63016100
5600,63016100
5100,63016200
5500,63016200
5600,63016200
5100,63016300
5500,63016300
5600,63016300
5100,63016400
5500,63016400
5600,63016400
5100,63016500
5500,63016500
5600,63016500
5100,63016600
5500,63016600
5600,63016600
5100,63016700
5500,63016700
5600,63016700
5100,63016800
5500,63016800
5600,63016800
5100,63016900
5500,63016900
5600,63016900
5100,63021100
5500,63021100
5600,63021100
5100,63021200
5500,63021200
5600,63021200
5100,63021300
5500,63021300
5600,63021300
5100,63021400
5500,63021400
5600,63021400
5100,63021500
5500,63021500
5600,63021500
5100,63021600
5300,63021600
5500,63021600
5600,63021600
5100,63021700
5500,63021700
5600,63021700
5100,63022100
5500,63022100
5600,63022100
5100,63022200
5500,63022200
5600,63022200
5100,63022300
5500,63022300
5600,63022300
5100,63022400
5500,63022400
5600,63022400
5100,63022500
5500,63022500
5600,63022500
5100,63022600
5500,63022600
5600,63022600
5100,63022700
5500,63022700
5600,63022700
5100,63023100
5300,63023100
5500,63023100
5600,63023100
5100,63023200
5500,63023200
5600,63023200
5100,64010100
5500,64010100
5600,64010100
5100,64010200
5500,64010200
5600,64010200
5100,64010500
5500,64010500
5600,64010500
5100,64020100
5500,64020100
5600,64020100
5100,64020200
5500,64020200
5600,64020200
5100,64030100
5500,64030100
5600,64030100
5100,64030200
5500,64030200
5600,64030200
5100,64030990
5500,64030990
5600,64030990
5100,64040100
5500,64040100
5600,64040100
5100,64040200
5500,64040200
5600,64040200
5100,64050110
5500,64050110
5600,64050110
5100,64050120
5500,64050120
5600,64050120
5100,64050130
5500,64050130
5600,64050130
5100,64050210
5500,64050210
5600,64050210
5100,64050220
5500,64050220
5600,64050220
5100,64050230
5500,64050230
5600,64050230
5100,64050240
5500,64050240
5600,64050240
5100,64050310
5500,64050310
5600,64050310
5100,64050320
5500,64050320
5600,64050320
5100,64050330
5300,64050330
5400,64050330
5500,64050330
5600,64050330
5100,64050340
5500,64050340
5600,64050340
5100,64050350
5500,64050350
5600,64050350
5100,64050390
5500,64050390
5600,64050390
5100,64050990
5500,64050990
5600,64050990
5100,64060110
5300,64060110
5500,64060110
5600,64060110
5100,64060120
5500,64060120
5600,64060120
5100,64060130
5500,64060130
5600,64060130
5100,64070110
5500,64070110
5600,64070110
5100,64070120
5300,64070120
5400,64070120
5500,64070120
5600,64070120
5100,64070130
5500,64070130
5600,64070130
5100,64070140
5400,64070140
5500,64070140
5600,64070140
5100,64070150
5500,64070150
5600,64070150
5100,64070160
5500,64070160
5600,64070160
5100,65011010
5500,65011010
5600,65011010
5100,65011020
5500,65011020
5600,65011020
5100,65012010
5500,65012010
5600,65012010
5100,65012020
5500,65012020
5600,65012020
5100,65012030
5500,65012030
5600,65012030
5100,65013010
5500,65013010
5600,65013010
5100,65013020
5500,65013020
5600,65013020
5100,65014010
5500,65014010
5600,65014010
5100,65015010
5500,65015010
5600,65015010
5100,65015020
5500,65015020
5600,65015020
5100,65015030
5400,65015030
5500,65015030
5600,65015030
5100,65015040
5500,65015040
5600,65015040
5100,65016010
5500,65016010
5600,65016010
5100,65016020
5500,65016020
5600,65016020
5100,65016030
5500,65016030
5600,65016030
5100,65016040
5500,65016040
5600,65016040
5100,65017010
5500,65017010
5600,65017010
5100,65017020
5500,65017020
5600,65017020
5100,65017030
5500,65017030
5600,65017030
5100,65017040
5500,65017040
5600,65017040
5100,65018010
5500,65018010
5600,65018010
5100,65018020
5500,65018020
5600,65018020
5100,65019010
5500,65019010
5600,65019010
5100,65019020
5500,65019020
5600,65019020
5100,65051100
5500,65051100
5600,65051100
5100,65051200
5500,65051200
5600,65051200
5100,65051300
5500,65051300
5600,65051300
5100,66101010
5500,66101010
5600,66101010
5100,66102010
5300,66102010
5500,66102010
5600,66102010
5100,66102020
5500,66102020
5600,66102020
5100,66103010
5300,66103010
5500,66103010
5600,66103010
5100,66201010
5500,66201010
5600,66201010
5100,66201020
5500,66201020
5600,66201020
5100,66201030
5500,66201030
5600,66201030
5100,66201040
5500,66201040
5600,66201040
5100,66201050
5500,66201050
5600,66201050
5100,66202010
5500,66202010
5600,66202010
5100,66202020
5300,66202020
5500,66202020
5600,66202020
5400,66202070
5100,66203010
5500,66203010
5600,66203010
5100,66203020
5400,66203020
5500,66203020
5600,66203020
5100,66203030
5400,66203030
5500,66203030
5600,66203030
5100,66203040
5400,66203040
5500,66203040
5600,66203040
5100,66204010
5500,66204010
5600,66204010
5100,66204020
5500,66204020
5600,66204020
5100,66205010
5500,66205010
5600,66205010
5100,66205020
5500,66205020
5600,66205020
5100,66205030
5300,66205030
5500,66205030
5600,66205030
5100,66205040
5300,66205040
5500,66205040
5600,66205040
5100,66205050
5500,66205050
5600,66205050
5100,66206010
5500,66206010
5600,66206010
5100,66206020
5500,66206020
5600,66206020
5100,66301010
5400,66301010
5500,66301010
5600,66301010
5100,66301020
5400,66301020
5500,66301020
5600,66301020
5100,66302010
5300,66302010
5400,66302010
5500,66302010
5600,66302010
5100,66302020
5300,66302020
5500,66302020
5600,66302020
5100,66302030
5500,66302030
5600,66302030
5100,66302040
5400,66302040
5500,66302040
5600,66302040
5100,66302050
5400,66302050
5500,66302050
5600,66302050
5100,66302060
5500,66302060
5600,66302060
5100,66302080
5300,66302080
5500,66302080
5600,66302080
5100,66302090
5500,66302090
5600,66302090
5100,66303010
5500,66303010
5600,66303010
5100,66303020
5500,66303020
5600,66303020
5100,66304010
5300,66304010
5500,66304010
5600,66304010
5100,66304020
5300,66304020
5500,66304020
5600,66304020
5100,66304030
5300,66304030
5500,66304030
5600,66304030
5100,66304040
5300,66304040
5500,66304040
5600,66304040
5100,66305010
5300,66305010
5500,66305010
5600,66305010
5100,66305020
5300,66305020
5500,66305020
5600,66305020
5100,66305030
5500,66305030
5600,66305030
5100,66305040
5500,66305040
5600,66305040
5100,66305050
5500,66305050
5600,66305050
5100,66305990
5500,66305990
5600,66305990
5100,66306010
5300,66306010
5500,66306010
5600,66306010
5100,66306020
5300,66306020
5500,66306020
5600,66306020
5100,66306030
5500,66306030
5600,66306030
5100,66306040
5500,66306040
5600,66306040
5100,66306050
5300,66306050
5400,66306050
5500,66306050
5600,66306050
5100,66306060
5500,66306060
5600,66306060
5100,66307010
5500,66307010
5600,66307010
5100,66307020
5300,66307020
5500,66307020
5600,66307020
5100,66308010
5300,66308010
5500,66308010
5600,66308010
5100,66308020
5500,66308020
5600,66308020
5100,66308030
5300,66308030
5500,66308030
5600,66308030
5100,66308040
5500,66308040
5600,66308040
5100,66308050
5300,66308050
5500,66308050
5600,66308050
5100,66308990
5500,66308990
5600,66308990
5100,66309010
5500,66309010
5600,66309010
5100,66309020
5500,66309020
5600,66309020
5100,66309030
5500,66309030
5600,66309030
5400,66309040
5600,66309040
5100,66309050
5500,66309050
5600,66309050
5100,66309060
5500,66309060
5600,66309060
5100,66309070
5500,66309070
5600,66309070
5100,66311010
5500,66311010
5600,66311010
5100,66311020
5500,66311020
5600,66311020
5100,66311030
5500,66311030
5600,66311030
5100,66311040
5500,66311040
5600,66311040
5100,66312010
5500,66312010
5600,66312010
5100,66312020
5500,66312020
5600,66312020
5100,66312030
5500,66312030
5600,66312030
5100,66312040
5500,66312040
5600,66312040
5100,66312080
5500,66312080
5600,66312080
5100,66313010
5300,66313010
5500,66313010
5600,66313010
5100,66313020
5400,66313020
5500,66313020
5600,66313020
5100,66401010
5500,66401010
5600,66401010
5100,66401020
5500,66401020
5600,66401020
5100,66401030
5500,66401030
5600,66401030
5100,66401040
5500,66401040
5600,66401040
5100,66401050
5300,66401050
5400,66401050
5500,66401050
5600,66401050
5100,66402010
5500,66402010
5600,66402010
5100,66402020
5500,66402020
5600,66402020
5100,66402030
5500,66402030
5600,66402030
5100,66402040
5500,66402040
5600,66402040
5100,66402050
5500,66402050
5600,66402050
5100,66402060
5500,66402060
5600,66402060
5100,66402070
5500,66402070
5600,66402070
5100,66406010
5500,66406010
5600,66406010
5100,66406020
5500,66406020
5600,66406020
5100,66409990
5500,66409990
5600,66409990
5100,67100100
5500,67100100
5600,67100100
5100,67100200
5500,67100200
5600,67100200
5100,67100300
5500,67100300
5600,67100300
5100,67100400
5500,67100400
5600,67100400
5100,67100500
5500,67100500
5600,67100500
5100,67100600
5500,67100600
5600,67100600
5100,67100700
5500,67100700
5600,67100700
5100,67100800
5500,67100800
5600,67100800
5100,67100900
5500,67100900
5600,67100900
5100,67101100
5500,67101100
5600,67101100
5100,67101200
5500,67101200
5600,67101200
5100,67101300
5500,67101300
5600,67101300
5100,67101400
5500,67101400
5600,67101400
5100,67101500
5500,67101500
5600,67101500
5100,67101600
5500,67101600
5600,67101600
5100,67101700
5500,67101700
5600,67101700
5100,67101990
5500,67101990
5600,67101990
5100,67200100
5500,67200100
5600,67200100
5100,67200200
5500,67200200
5600,67200200
5100,67200300
5500,67200300
5600,67200300
5100,67200400
5500,67200400
5600,67200400
5100,67200500
5500,67200500
5600,67200500
5100,67200600
5500,67200600
5600,67200600
5100,68010100
5300,68010100
5400,68010100
5500,68010100
5600,68010100
5100,68010200
5500,68010200
5600,68010200
5100,68010300
5500,68010300
5600,68010300
5100,68010400
5500,68010400
5600,68010400
5100,68020100
5500,68020100
5600,68020100
5100,68020200
5300,68020200
5500,68020200
5600,68020200
5100,69010100
5500,69010100
5600,69010100
5100,69020100
5500,69020100
5600,69020100
5100,69030100
5500,69030100
5600,69030100
5100,69030200
5500,69030200
5600,69030200
5100,69100100
5500,69100100
5600,69100100
5100,69100200
5500,69100200
5600,69100200
5100,69100400
5500,69100400
5600,69100400
5100,69910100
5300,69910100
5500,69910100
5600,69910100
5100,69910101
5500,69910101
5600,69910101
5100,69910200
5500,69910200
5600,69910200
5100,69910201
5500,69910201
5600,69910201
5100,69910300
5500,69910300
5600,69910300
5100,69910301
5500,69910301
5600,69910301
5100,70000010
5500,70000010
5600,70000010
5100,70000020
5500,70000020
5600,70000020
5100,70000610
5500,70000610
5600,70000610
5100,70000620
5500,70000620
5600,70000620
5100,81111100
5500,81111100
5600,81111100
5100,81111101
5500,81111101
5600,81111101
5100,81111200
5500,81111200
5600,81111200
5100,81111201
5500,81111201
5600,81111201
5100,81112010
5500,81112010
5600,81112010
5100,81112020
5500,81112020
5600,81112020
5100,81112030
5500,81112030
5600,81112030
5100,81112040
5500,81112040
5600,81112040
5100,81112110
5500,81112110
5600,81112110
5100,81112120
5500,81112120
5600,81112120
5100,81112310
5500,81112310
5600,81112310
5100,81112320
5500,81112320
5600,81112320
5100,81112910
5500,81112910
5600,81112910
5100,81112920
5500,81112920
5600,81112920
5100,81112940
5500,81112940
5600,81112940
5100,85011010
5500,85011010
5600,85011010
5100,85011011
5500,85011011
5600,85011011
5100,85011020
5500,85011020
5600,85011020
5100,85011021
5500,85011021
5600,85011021
5100,85012010
5500,85012010
5600,85012010
5100,85012011
5500,85012011
5600,85012011
5100,85012020
5500,85012020
5600,85012020
5100,85012021
5500,85012021
5600,85012021
5100,99009510
5500,99009510
5600,99009510
5100,99009520
5500,99009520
5600,99009520
5100,99009530
5500,99009530
5600,99009530
5100,99009540
5500,99009540
5600,99009540
5100,99009550
5500,99009550
5600,99009550
5100,99009560
5500,99009560
5600,99009560
5100,99009610
5500,99009610
5600,99009610
5100,99009620
5500,99009620
5600,99009620
5100,99009630
5500,99009630
5600,99009630
5100,99009640
5400,99009640
5500,99009640
5600,99009640
5100,99009650
5500,99009650
5600,99009650
5100,99009660
5400,99009660
5500,99009660
5600,99009660
5100,99009670
5400,99009670
5500,99009670
5600,99009670
5100,99009680
5500,99009680
5600,99009680
5100,99009690
5500,99009690
5100,99009695
5500,99009695
